observation_id,observation_family,observation_level,observation_status,source_candidate_id,symbol,timeframe,session_id,session_timezone,prior_session_local_date,next_session_local_date,first_break_direction,first_break_mode,prior_or_break_edge_value,next_session_open_utc,next_session_first_bar_open,next_session_first_bar_close,next_session_first_30m_bar_count,next_session_first_bar_expected_side,next_session_first_30m_all_closes_expected_side,next_session_first_30m_any_close_opposite_or_at_boundary,observation_scope
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-17|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-17|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-17,2022-01-18,down,close,1.36720,2022-01-18T08:00:00Z,1.36337,1.36365,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-24|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-24|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-24,2022-01-25,down,wick,1.35386,2022-01-25T08:00:00Z,1.34758,1.34725,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-25|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-25|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-25,2022-01-26,up,wick,1.34779,2022-01-26T08:00:00Z,1.35078,1.35118,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-25|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-25|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-25,2022-01-26,up,close,1.34563,2022-01-26T14:30:00Z,1.35125,1.35146,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-26|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-26|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-26,2022-01-27,down,wick,1.35068,2022-01-27T08:00:00Z,1.34316,1.34309,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-27|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-27|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-27,2022-01-28,down,wick,1.34245,2022-01-28T08:00:00Z,1.34123,1.34094,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-28|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-28|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-28,2022-01-29,down,close,1.34082,2022-01-29T08:00:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-28|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-28|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-28,2022-01-29,up,close,1.33846,2022-01-29T14:30:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-31|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-31|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-31,2022-02-01,up,close,1.34234,2022-02-01T08:00:00Z,1.34516,1.34505,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-31|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-31|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-31,2022-02-01,up,wick,1.34209,2022-02-01T14:30:00Z,1.34964,1.34885,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-02|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-02|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-02,2022-02-03,up,wick,1.35236,2022-02-03T08:00:00Z,1.35526,1.35474,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-03|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-03|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-03,2022-02-04,up,wick,1.35539,2022-02-04T08:00:00Z,1.3596,1.35867,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-04|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-04|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-02-04,2022-02-05,down,close,1.35568,2022-02-05T14:30:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-07|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-07|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-07,2022-02-08,up,wick,1.35235,2022-02-08T08:00:00Z,1.3517,1.35164,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-08|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-08|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-08,2022-02-09,up,close,1.35241,2022-02-09T08:00:00Z,1.35548,1.3556,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-09|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-09|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-09,2022-02-10,down,close,1.35523,2022-02-10T08:00:00Z,1.353,1.35338,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-09|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-09|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-02-09,2022-02-10,down,close,1.35702,2022-02-10T14:30:00Z,1.35714,1.35717,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-10|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-10|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-10,2022-02-11,up,close,1.35338,2022-02-11T08:00:00Z,1.35325,1.35315,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-14|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-14|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-14,2022-02-15,down,close,1.35381,2022-02-15T08:00:00Z,1.353,1.35312,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-16|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-16|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-16,2022-02-17,up,close,1.35528,2022-02-17T08:00:00Z,1.35827,1.35773,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-17|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-17|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-17,2022-02-18,up,wick,1.35942,2022-02-18T08:00:00Z,1.36086,1.36088,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-18|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-18|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-02-18,2022-02-19,down,close,1.36136,2022-02-19T14:30:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-21|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-21|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-02-21,2022-02-22,down,close,1.36056,2022-02-22T14:30:00Z,1.35591,1.35496,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-22|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-22|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-22,2022-02-23,down,close,1.35896,2022-02-23T08:00:00Z,1.35915,1.35958,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-23|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-23|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-02-23,2022-02-24,down,wick,1.35831,2022-02-24T14:30:00Z,1.34147,1.33972,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-24|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-24|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-24,2022-02-25,down,wick,1.34962,2022-02-25T08:00:00Z,1.34358,1.34238,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-25|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-25|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-25,2022-02-26,down,close,1.34228,2022-02-26T08:00:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-28|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-28|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-28,2022-03-01,up,close,1.33691,2022-03-01T08:00:00Z,1.34177,1.34159,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-01|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-01|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-03-01,2022-03-02,down,close,1.33931,2022-03-02T14:30:00Z,1.33238,1.33222,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-04|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-04|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-03-04,2022-03-05,down,wick,1.33371,2022-03-05T08:00:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-04|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-04|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-03-04,2022-03-05,down,wick,1.32585,2022-03-05T14:30:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-07|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-07|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-03-07,2022-03-08,down,wick,1.31814,2022-03-08T14:30:00Z,1.3114,1.3111,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-08|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-08|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-03-08,2022-03-09,down,close,1.31047,2022-03-09T08:00:00Z,1.31122,1.31179,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-14|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-14|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-03-14,2022-03-15,down,close,1.30310,2022-03-15T13:30:00Z,1.30381,1.30322,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-16|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-16|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-03-16,2022-03-17,up,close,1.30549,2022-03-17T08:00:00Z,1.31572,1.31575,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-18|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-18|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-03-18,2022-03-19,up,close,1.31599,2022-03-19T08:00:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
