relative_id,relative_family,relative_level,relative_status,source_relation_id,symbol,timeframe,session_id,session_timezone,session_local_date,ib_window_minutes,opening_range_window_minutes,first_break_direction,first_break_mode,break_side,or_break_edge_value,ib_same_side_edge_value,same_side_gap_to_ib,shared_boundary_on_break_side,first_break_relative_case,can_confirm_ib_break_from_current_fields,requires_break_price_for_ib_confirmation,inference_scope,width_error_day
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-01|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|GBPUSD|M15|new_york|2021-11-01|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-01,60,30,up,close,up,1.36579,1.36579,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-02|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-02|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-02,60,30,down,wick,down,1.36528,1.36497,0.00031,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-02|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-02|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-02,60,30,up,close,up,1.36374,1.36407,0.00033,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-03|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,no_break_relative_inference,IBOR|GBPUSD|M15|london|2021-11-03|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-03,60,30,none,ambiguous,none,,,,0,no_break,0,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-03|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-03|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-03,60,30,up,wick,up,1.36258,1.36275,0.00017,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-04|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-04|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-04,60,30,down,close,down,1.36533,1.36511,0.00022,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-04|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-04|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-04,60,30,up,close,up,1.36329,1.36375,0.00046,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-05|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-05|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-05,60,30,down,close,down,1.34913,1.34900,0.00013,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-05|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-05|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-05,60,30,up,wick,up,1.34426,1.34477,0.00051,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-08|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,no_break_relative_inference,IBOR|GBPUSD|M15|london|2021-11-08|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-08,60,30,none,ambiguous,none,,,,0,no_break,0,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-08|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-08|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-08,60,30,up,close,up,1.35370,1.35497,0.00127,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-09|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-09|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-09,60,30,down,close,down,1.35730,1.35634,0.00096,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-09|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-09|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-09,60,30,down,wick,down,1.35573,1.35531,0.00042,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-10|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-10|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-10,60,30,up,close,up,1.35544,1.35614,0.00070,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-10|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-10|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-10,60,30,up,close,up,1.35084,1.35109,0.00025,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-11|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-11|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-11,60,30,up,close,up,1.34257,1.34325,0.00068,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-11|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-11|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-11,60,30,down,close,down,1.33984,1.33911,0.00073,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-12|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-12|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-12,60,30,up,close,up,1.33717,1.33728,0.00011,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-12|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-12|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-12,60,30,down,close,down,1.33917,1.33813,0.00104,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-15|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|GBPUSD|M15|london|2021-11-15|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-15,60,30,down,close,down,1.34283,1.34283,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-15|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-15|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-15,60,30,up,wick,up,1.34372,1.34407,0.00035,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-16|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|GBPUSD|M15|london|2021-11-16|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-16,60,30,up,close,up,1.34249,1.34249,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-16|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-16|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-16,60,30,down,wick,down,1.34403,1.34400,0.00003,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-17|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-17|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-17,60,30,up,close,up,1.34323,1.34475,0.00152,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-17|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-17|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-17,60,30,down,wick,down,1.34532,1.34528,0.00004,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-18|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-18|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-18,60,30,up,wick,up,1.34925,1.34951,0.00026,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-18|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-18|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-18,60,30,down,wick,down,1.34750,1.34630,0.00120,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-19|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-19|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-19,60,30,up,close,up,1.34919,1.35003,0.00084,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-19|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|GBPUSD|M15|new_york|2021-11-19|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-19,60,30,up,close,up,1.34479,1.34479,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-22|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-22|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-22,60,30,down,wick,down,1.34381,1.34368,0.00013,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-22|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-22|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-22,60,30,down,close,down,1.34390,1.34333,0.00057,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-23|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|GBPUSD|M15|london|2021-11-23|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-23,60,30,down,close,down,1.33815,1.33815,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-23|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-23|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-23,60,30,up,close,up,1.33538,1.33734,0.00196,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-24|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-24|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-24,60,30,down,wick,down,1.33770,1.33749,0.00021,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-24|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-24|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-24,60,30,down,wick,down,1.33502,1.33435,0.00067,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-25|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-25|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-25,60,30,up,wick,up,1.33501,1.33504,0.00003,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-25|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|GBPUSD|M15|new_york|2021-11-25|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-25,60,30,up,wick,up,1.33178,1.33178,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-26|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-26|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-26,60,30,down,wick,down,1.32961,1.32959,0.00002,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-26|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-26|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-26,60,30,up,close,up,1.33408,1.33487,0.00079,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-29|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-29|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-29,60,30,down,wick,down,1.33332,1.33321,0.00011,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-29|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-29|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-29,60,30,down,close,down,1.33325,1.33242,0.00083,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-30|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-30|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-30,60,30,up,close,up,1.33180,1.33272,0.00092,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-30|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-11-30|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-30,60,30,up,wick,up,1.33396,1.33450,0.00054,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-12-01|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-12-01|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-01,60,30,up,close,up,1.33277,1.33307,0.00030,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-01|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-12-01|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-01,60,30,down,close,down,1.33145,1.33078,0.00067,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-12-02|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-12-02|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-02,60,30,up,wick,up,1.32894,1.32932,0.00038,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-02|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-12-02|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-02,60,30,up,wick,up,1.33309,1.33327,0.00018,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-12-03|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-12-03|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-03,60,30,down,close,down,1.32926,1.32793,0.00133,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-03|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-12-03|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-03,60,30,up,wick,up,1.32790,1.32809,0.00019,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-12-06|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-12-06|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-06,60,30,down,close,down,1.32283,1.32220,0.00063,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-06|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-12-06|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-06,60,30,down,close,down,1.32678,1.32525,0.00153,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-12-07|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-12-07|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-07,60,30,down,close,down,1.32832,1.32757,0.00075,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-07|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-12-07|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-07,60,30,up,wick,up,1.32543,1.32580,0.00037,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-12-08|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-12-08|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-08,60,30,down,close,down,1.32505,1.32454,0.00051,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-08|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-12-08|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-08,60,30,down,wick,down,1.31849,1.31845,0.00004,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-12-09|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-12-09|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-09,60,30,up,wick,up,1.32148,1.32156,0.00008,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-09|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-12-09|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-09,60,30,up,wick,up,1.31912,1.32095,0.00183,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-12-10|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,no_break_relative_inference,IBOR|GBPUSD|M15|london|2021-12-10|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-10,60,30,none,ambiguous,none,,,,0,no_break,0,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-10|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-12-10|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-10,60,30,up,wick,up,1.32097,1.32114,0.00017,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-12-13|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-12-13|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-13,60,30,down,close,down,1.32382,1.32239,0.00143,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-13|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-12-13|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-13,60,30,down,close,down,1.32452,1.32374,0.00078,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-12-14|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-12-14|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-14,60,30,up,wick,up,1.32131,1.32150,0.00019,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-14|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-12-14|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-14,60,30,down,wick,down,1.32452,1.32435,0.00017,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-12-15|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-12-15|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-15,60,30,down,wick,down,1.32366,1.32360,0.00006,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-15|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-12-15|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-15,60,30,down,wick,down,1.32517,1.32458,0.00059,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-12-16|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-12-16|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-16,60,30,up,wick,up,1.32486,1.32531,0.00045,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
